ADM4_EN,ADM3_EN,ADM4_PCODE,pop,pop_est
Barangay 22,Pasay City,PH1307605022,1224.0,1155.1365340746693
Barangay 23,Pasay City,PH1307605023,1591.0,2535.5964908476094
Barangay 24,Pasay City,PH1307605024,767.0,1187.4251087038501
Barangay 25,Pasay City,PH1307605025,498.0,571.1408703388161
Barangay 26,Pasay City,PH1307605026,944.0,1341.2066188398276
Barangay 27,Pasay City,PH1307605027,439.0,1029.1467194063246
Barangay 28,Pasay City,PH1307605028,1077.0,2050.655654876721
Barangay 29,Pasay City,PH1307605029,1634.0,1797.3242641838806
Barangay 30,Pasay City,PH1307605030,993.0,996.7318588601678
Barangay 31,Pasay City,PH1307605031,1970.0,2374.96543320786
Barangay 32,Pasay City,PH1307605032,1919.0,1147.8477886664302
Barangay 33,Pasay City,PH1307605033,1018.0,1967.2466052222853
Barangay 34,Pasay City,PH1307605034,1241.0,754.3622133098128
Barangay 35,Pasay City,PH1307605035,1083.0,1595.4387007865625
Barangay 36,Pasay City,PH1307605036,5575.0,0.0
Barangay 37,Pasay City,PH1307605037,1568.0,726.2013873963306
Barangay 38,Pasay City,PH1307605038,1979.0,3049.609839915051
Barangay 39,Pasay City,PH1307605039,1224.0,1298.4529875779567
Barangay 40,Pasay City,PH1307605040,2291.0,2682.7843727643844
Barangay 41,Pasay City,PH1307605041,1502.0,1858.8212314823786
Barangay 42,Pasay City,PH1307605042,1675.0,2307.2723876653927
Barangay 43,Pasay City,PH1307605043,2734.0,1582.5193889872958
Barangay 44,Pasay City,PH1307605044,1506.0,3102.3551308070264
Barangay 45,Pasay City,PH1307605045,1157.0,1824.7375448461157
Barangay 46,Pasay City,PH1307605046,5864.0,2839.3518141758614
Barangay 47,Pasay City,PH1307605047,1277.0,2921.7977101442557
Barangay 48,Pasay City,PH1307605048,532.0,1474.0809041588568
Barangay 49,Pasay City,PH1307605049,415.0,496.2811438939054
Barangay 50,Pasay City,PH1307605050,490.0,491.33974137591946
Barangay 51,Pasay City,PH1307605051,2168.0,1987.4534716707535
Barangay 52,Pasay City,PH1307605052,2461.0,2234.2401520675703
Barangay 53,Pasay City,PH1307605053,840.0,1221.3778550511772
Barangay 54,Pasay City,PH1307605054,1499.0,625.8535964689848
Barangay 55,Pasay City,PH1307605055,896.0,1402.2954140443421
Barangay 56,Pasay City,PH1307605056,1083.0,1139.8259405314063
Barangay 57,Pasay City,PH1307605057,938.0,1521.722760175121
Barangay 58,Pasay City,PH1307605058,1527.0,2350.668924750777
Barangay 59,Pasay City,PH1307605059,1514.0,2165.0404000866733
Barangay 60,Pasay City,PH1307605060,1101.0,1445.1330206315656
Barangay 61,Pasay City,PH1307605061,3154.0,2296.6548520528554
Barangay 62,Pasay City,PH1307605062,1268.0,931.9603945636993
Barangay 63,Pasay City,PH1307605063,648.0,893.7932411069656
Barangay 64,Pasay City,PH1307605064,1646.0,1251.3104023177618
Barangay 65,Pasay City,PH1307605065,2869.0,2532.5112392574238
Barangay 66,Pasay City,PH1307605066,2809.0,2006.89344944
Barangay 67,Pasay City,PH1307605067,1046.0,1823.1520298394155
Barangay 68,Pasay City,PH1307605068,981.0,649.1847854572042
Barangay 69,Pasay City,PH1307605069,1193.0,900.908486792042
Barangay 70,Pasay City,PH1307605070,2081.0,2683.039366834179
Barangay 71,Pasay City,PH1307605071,680.0,1209.1305744010797
Barangay 72,Pasay City,PH1307605072,1470.0,1504.2526144109909
Barangay 73,Pasay City,PH1307605073,722.0,1158.4308310298406
Barangay 74,Pasay City,PH1307605074,429.0,1439.5290295807954
Barangay 75,Pasay City,PH1307605075,1707.0,1552.5656137142141
Barangay 76,Pasay City,PH1307605076,25631.0,12538.730466728295
Barangay 77,Pasay City,PH1307605077,1750.0,1639.8130885489277
Barangay 78,Pasay City,PH1307605078,136.0,426.247824425407
Barangay 79,Pasay City,PH1307605079,309.0,452.8747890187617
Barangay 80,Pasay City,PH1307605080,1261.0,780.9414848491974
Barangay 81,Pasay City,PH1307605081,2479.0,1163.3838469933783
Barangay 82,Pasay City,PH1307605082,601.0,812.9913891522705
Barangay 83,Pasay City,PH1307605083,821.0,1280.0519775243306
Barangay 84,Pasay City,PH1307605084,810.0,800.1831020177539
Barangay 85,Pasay City,PH1307605085,1326.0,1948.302686662241
Barangay 86,Pasay City,PH1307605086,1448.0,1231.0078373728525
Barangay 87,Pasay City,PH1307605087,740.0,667.0521027805128
Barangay 88,Pasay City,PH1307605088,942.0,1228.9168947061994
Barangay 89,Pasay City,PH1307605089,1432.0,644.1130526154149
Barangay 90,Pasay City,PH1307605090,1506.0,1628.7185365845746
Barangay 91,Pasay City,PH1307605091,1825.0,1265.7278277261141
Barangay 92,Pasay City,PH1307605092,300.0,639.2023693996407
Barangay 93,Pasay City,PH1307605093,506.0,736.9283291515102
Barangay 94,Pasay City,PH1307605094,2418.0,1766.8991201762578
Barangay 95,Pasay City,PH1307605095,1151.0,1628.2717834725142
Barangay 96,Pasay City,PH1307605096,941.0,1002.3949502930376
Barangay 97,Pasay City,PH1307605097,1291.0,1727.9239522425128
Barangay 98,Pasay City,PH1307605098,1411.0,1756.3775021144168
Barangay 99,Pasay City,PH1307605099,1067.0,1222.3244218070477
Barangay 100,Pasay City,PH1307605100,1243.0,2773.70510660625
Barangay 101,Pasay City,PH1307605101,558.0,840.6551877074081
Barangay 102,Pasay City,PH1307605102,801.0,998.266027550549
Barangay 103,Pasay City,PH1307605103,973.0,1721.387394701421
Barangay 104,Pasay City,PH1307605104,1306.0,1349.8658071687723
Barangay 105,Pasay City,PH1307605105,574.0,878.2482509367317
Barangay 106,Pasay City,PH1307605106,1199.0,1327.4272285486645
Barangay 107,Pasay City,PH1307605107,1489.0,2134.366736407797
Barangay 108,Pasay City,PH1307605108,2094.0,2658.651592031495
Barangay 109,Pasay City,PH1307605109,1299.0,1067.556375934605
Barangay 110,Pasay City,PH1307605110,2260.0,1853.2773310261864
Barangay 111,Pasay City,PH1307605111,1316.0,1748.5837543950654
Barangay 112,Pasay City,PH1307605112,659.0,978.4270218832961
Barangay 113,Pasay City,PH1307605113,1677.0,2054.80106299217
Barangay 114,Pasay City,PH1307605114,1078.0,1680.8585972333015
Barangay 115,Pasay City,PH1307605115,1279.0,3784.723033577601
Barangay 116,Pasay City,PH1307605116,1348.0,789.75675781958
Barangay 117,Pasay City,PH1307605117,916.0,668.9265260606691
Barangay 118,Pasay City,PH1307605118,1513.0,2304.1089440273413
Barangay 119,Pasay City,PH1307605119,1695.0,1933.779503918197
Barangay 120,Pasay City,PH1307605120,359.0,1009.3558538554821
Barangay 121,Pasay City,PH1307605121,921.0,1797.6858275191853
Barangay 122,Pasay City,PH1307605122,1205.0,1534.3641443583479
Barangay 123,Pasay City,PH1307605123,1217.0,1679.9777387190932
Barangay 124,Pasay City,PH1307605124,1722.0,2112.998009155313
Barangay 125,Pasay City,PH1307605125,1554.0,2375.5746949356826
Barangay 126,Pasay City,PH1307605126,805.0,1452.225527204347
Barangay 127,Pasay City,PH1307605127,1770.0,1874.283332448494
Barangay 128,Pasay City,PH1307605128,1444.0,1616.091270704246
Barangay 129,Pasay City,PH1307605129,1081.0,1055.646307101543
Barangay 130,Pasay City,PH1307605130,3894.0,2085.0851482143953
Barangay 131,Pasay City,PH1307605131,1605.0,3118.222533041146
Barangay 132,Pasay City,PH1307605132,3967.0,1337.7266286335357
Barangay 133,Pasay City,PH1307605133,2140.0,1829.778198445473
Barangay 134,Pasay City,PH1307605134,1867.0,1082.881808425917
Barangay 135,Pasay City,PH1307605135,2391.0,2891.395507291771
Barangay 136,Pasay City,PH1307605136,2178.0,3115.5125530988103
Barangay 137,Pasay City,PH1307605137,2349.0,2593.7681662594887
Barangay 138,Pasay City,PH1307605138,1110.0,1527.106637049061
Barangay 139,Pasay City,PH1307605139,956.0,1309.6771303327153
Barangay 140,Pasay City,PH1307605140,539.0,592.6461055145498
Barangay 141,Pasay City,PH1307605141,473.0,1082.876804514003
Barangay 142,Pasay City,PH1307605142,377.0,448.7148968484462
Barangay 143,Pasay City,PH1307605143,817.0,430.4623890273977
Barangay 144,Pasay City,PH1307605144,2033.0,2022.0311044132006
Barangay 145,Pasay City,PH1307605145,10288.0,5222.562729317459
Barangay 146,Pasay City,PH1307605146,992.0,1342.0346155987856
Barangay 147,Pasay City,PH1307605147,1321.0,1586.816787487749
Barangay 148,Pasay City,PH1307605148,2077.0,3060.6156912202678
Barangay 149,Pasay City,PH1307605149,365.0,464.16611023958296
Barangay 150,Pasay City,PH1307605150,736.0,772.271199693928
Barangay 151,Pasay City,PH1307605151,1123.0,505.43946688747695
Barangay 152,Pasay City,PH1307605152,1521.0,1330.5125841472222
Barangay 153,Pasay City,PH1307605153,809.0,1057.063635740179
Barangay 154,Pasay City,PH1307605154,1065.0,630.5964468735566
Barangay 155,Pasay City,PH1307605155,418.0,2233.431692624867
Barangay 156,Pasay City,PH1307605156,3831.0,1718.8634283883146
Barangay 157,Pasay City,PH1307605157,2519.0,934.9428123452277
Barangay 158,Pasay City,PH1307605158,1141.0,658.2243324317135
Barangay 159,Pasay City,PH1307605159,1249.0,2058.4371086202755
Barangay 160,Pasay City,PH1307605160,1101.0,1611.3762033020655
Barangay 161,Pasay City,PH1307605161,2893.0,3466.7864650210813
Barangay 162,Pasay City,PH1307605162,2062.0,1335.4571720630754
Barangay 163,Pasay City,PH1307605163,1487.0,1412.2995159371742
Barangay 164,Pasay City,PH1307605164,1799.0,1267.8444543710036
Barangay 165,Pasay City,PH1307605165,5892.0,3260.840021145166
Barangay 166,Pasay City,PH1307605166,1228.0,1481.5365761810522
Barangay 167,Pasay City,PH1307605167,626.0,773.797506734758
Barangay 168,Pasay City,PH1307605168,539.0,1299.245285362532
Barangay 169,Pasay City,PH1307605169,2919.0,3185.7657876703415
Barangay 170,Pasay City,PH1307605170,880.0,1678.9065010783418
Barangay 171,Pasay City,PH1307605171,3492.0,3237.9017949272334
Barangay 172,Pasay City,PH1307605172,5502.0,3881.7461198056803
Barangay 173,Pasay City,PH1307605173,1708.0,2085.781661764509
Barangay 174,Pasay City,PH1307605174,1710.0,1521.137376451623
Barangay 175,Pasay City,PH1307605175,1959.0,2337.1511521155403
Barangay 176,Pasay City,PH1307605176,1503.0,1334.554218243415
Barangay 177,Pasay City,PH1307605177,6250.0,4691.862103709445
Barangay 178,Pasay City,PH1307605178,4496.0,2832.2231361596478
Barangay 179,Pasay City,PH1307605179,7649.0,4625.14108774076
Barangay 180,Pasay City,PH1307605180,1608.0,798.7950793139433
Barangay 181,Pasay City,PH1307605181,1918.0,1448.6692695915242
Barangay 182,Pasay City,PH1307605182,2938.0,1048.5219501377599
Barangay 183,Pasay City,PH1307605183,41113.0,64540.65017507469
Barangay 184,Pasay City,PH1307605184,14217.0,10292.807698790424
Barangay 185,Pasay City,PH1307605185,4738.0,4807.685816426526
Barangay 186,Pasay City,PH1307605186,2213.0,2006.5077812459704
Barangay 187,Pasay City,PH1307605187,5321.0,2309.9468377883377
Barangay 188,Pasay City,PH1307605188,1975.0,2304.5378134099046
Barangay 189,Pasay City,PH1307605189,3437.0,1892.0209875733915
Barangay 190,Pasay City,PH1307605190,4445.0,4927.3412417415775
Barangay 191,Pasay City,PH1307605191,3226.0,6996.934251825659
Barangay 192,Pasay City,PH1307605192,4274.0,3648.497975898328
Barangay 193,Pasay City,PH1307605193,7654.0,7920.322550950851
Barangay 194,Pasay City,PH1307605194,4693.0,4156.756662778676
Barangay 195,Pasay City,PH1307605195,2512.0,2791.6543909310853
Barangay 196,Pasay City,PH1307605196,1570.0,1523.2021977173133
Barangay 197,Pasay City,PH1307605197,3870.0,4116.293709625812
Barangay 198,Pasay City,PH1307605198,1645.0,2240.435206764327
Barangay 199,Pasay City,PH1307605199,2316.0,3019.9926436658593
Barangay 200,Pasay City,PH1307605200,609.0,621.8658210774316
Barangay 201,Pasay City,PH1307605201,20673.0,21360.239742969545
Aguho,Pateros,PH1307606001,7448.0,8059.729503805382
Magtanggol,Pateros,PH1307606002,1452.0,3418.741962194909
Martires del 96,Pateros,PH1307606003,5130.0,4975.418853938139
Poblacion,Pateros,PH1307606004,2089.0,2547.447337985421
San Pedro,Pateros,PH1307606005,2252.0,2778.2937930280373
San Roque,Pateros,PH1307606006,4897.0,5348.257795451522
Santa Ana,Pateros,PH1307606007,30950.0,25815.368667839048
Santo Rosario-Kanluran,Pateros,PH1307606008,5504.0,5899.4796832572765
Santo Rosario-Silangan,Pateros,PH1307606009,4744.0,4339.118139763333
Tabacalera,Pateros,PH1307606010,2853.0,4137.144262736925
Tanyag (Bagong Tanyag),Taguig City,PH1307607001,24705.0,18907.45347071268
Bagumbayan,Taguig City,PH1307607002,55160.0,64212.61698988726
Bambang,Taguig City,PH1307607003,15749.0,15063.150276269835
Calzada,Taguig City,PH1307607004,32160.0,34457.249937382105
Hagonoy,Taguig City,PH1307607005,25455.0,31944.166421735714
Ibayo-Tipas,Taguig City,PH1307607006,28608.0,26157.270283449914
Ligid-Tipas,Taguig City,PH1307607007,10861.0,15511.591262344184
Lower Bicutan,Taguig City,PH1307607008,65652.0,49268.6585839584
Maharlika Village,Taguig City,PH1307607009,26241.0,23911.664583965907
Napindan,Taguig City,PH1307607010,27635.0,37660.62121937452
Palingon,Taguig City,PH1307607011,19628.0,23444.64352949764
Santa Ana,Taguig City,PH1307607012,24174.0,25958.23178961163
Central Signal Village (Signal Village),Taguig City,PH1307607013,47664.0,43027.34236891828
Tuktukan,Taguig City,PH1307607014,12414.0,12193.771714732342
Upper Bicutan,Taguig City,PH1307607015,47397.0,29815.082095174283
Ususan,Taguig City,PH1307607016,54814.0,41558.43317152413
Wawa,Taguig City,PH1307607017,15930.0,21631.11480802685
Western Bicutan,Taguig City,PH1307607018,89897.0,101938.45166297782
Central Bicutan,Taguig City,PH1307607019,37418.0,28296.911669127807
Fort Bonifacio,Taguig City,PH1307607020,12140.0,17876.3417864382
Katuparan,Taguig City,PH1307607021,29321.0,26625.476922590795
New Lower Bicutan,Taguig City,PH1307607022,59120.0,55649.90178657912
North Daang Hari,Taguig City,PH1307607023,14614.0,4818.318010244049
North Signal Village,Taguig City,PH1307607024,36487.0,34783.89773637837
Pinagsama,Taguig City,PH1307607025,59759.0,98744.75219557149
San Miguel,Taguig City,PH1307607026,11833.0,14446.371669295993
South Daang Hari,Taguig City,PH1307607027,25037.0,12577.833559358824
South Signal Village,Taguig City,PH1307607028,43946.0,43337.68049487187
